text,hoax
Analisis Data COVID-19 Indonesia (Update Per 30 Agustus 2020),0
Pria Meninggal Jantungnya Kekurangan Oksigen Karena Menggunakan Masker,1
Prohibition of Mudik to Prevent COVID-19 Transmission During Ramadan and Eid,0
Badan POM Terbitkan Izin Penggunaan Darurat (EUA) untuk Vaksin Sinopharm,0
Infografis COVID-19 (6 November 2020),0
Video Ribuan Jamaah Tanpa Masker Sambut Kedatangan Ustadz Abdul Somad di Tengah Pandemi Covid-19,1
Puisi Tahun 1919 Soal Pandemi Karya Kathleen O’Mara,1
"LBM Eijkman, Laboratorium Tersertifikasi Periksa Sampel Klinis Pasien Terduga COVID-19",0
Yuri: Kasus Sembuh COVID-19 Lebih Banyak Dilaporkan Daerah,0
Pemerintah Siapkan Skema Kepulangan Pekerja Migran Indonesia,0
Pasien Sembuh Terus Meningkat Mencapai 1.621.572 Orang,0
Kominfo: Penyebar Hoaks COVID-19 Diancam Sanksi Kurungan dan Denda 1 Miliar,0
COVAX Facility Kembali Kirimkan 1.389.600 Dosis Vaksin COVID-19 ke Indonesia,0
Daerah Tujuan Arus Balik Wajib Lakukan Langkah Preventif Mencegah Penularan,0
Infografis COVID-19 (26 April 2020),0
"Mengonsumsi Pisang Dalam Sehari, Membuat Virus Corona Pergi",1
Satu Visi dan Strategi Tangani COVID-19,0
Skema Pemberian Bantuan untuk Masyarakat Terdampak Pandemi COVID-19,0
Pasar Tebet Barat Ditutup Total Karena Ada Pedagang Positif Corona,1
Gerakan Kurva Landai Jadi Solusi Penurunan Angka Kasus COVID-19,0
Gratis Langganan Netflix Selama Satu Tahun karena Pandemi Covid-19,1
Risiko Tinggi Jika Berpergian dalam Situasi Pandemi COVID-19,0
Menteri Basuki : 4 Tower Wisma Atlet Kemayoran Siap Digunakan Sebagai RS Darurat Penanganan COVID-19 Beranda »,0
Akun Instagram BPJAMSOSTEK @info.bpjstku dan situs kemenaker-info[dot]crayon[dot]world,1
"Disiplin Protokol Kesehatan, Upaya Menekan Peningkatan Kasus Aktif",0
Kesadaran Masyarakat dan Kontrol Pemerintah Daerah Jadi Kunci Penanganan COVID-19 di NTT,0
Jalani Isolasi Mandiri di Rumah sampai Hasil Rapid Test Keluar,0
Foto Viral! Beredar Foto Anies Jenguk Rizieq yang Positif Covid-19,1
Satgas: Tripsin Sebagai Katalisator Tidak Langsung Menjadi Kandungan Produk Vaksin,0
Infografis COVID-19 (21 April 2020),0
Kemenag: Selama Ramadan Laksanakan Ibadah di Rumah,0
Sejarah Penggunaan Masker di Dunia,0
Awas Disinformasi - WHO Anjurkan Tak lagi Menggunakan Masker di Tahun 2021,1
Satu RT di Ciracas Terkena Covid-19,1
Hardiknas Belajar dari COVID-19 dan Strategi Kemendikbud Tegakkan KBM,0
"Virus Corona Bukanlah Virus, Sinyal 5G yang Sebenarnya Membunuh Orang",1
Vaksin Merah Putih Harapan Kemandirian Bangsa Menghadapi Pandemi,0
Data Vaksinasi COVID-19 (Update per 10 Februari 2021),0
"Kurva COVID-19 di Aceh Landai, Yuri: Kunci Keberhasilannya Ada di Masyarakat",0
Data Vaksinasi COVID-19 (Update per 22 Mei 2021),0
Pasien Sembuh Kumulatif Terus Bertambah Menjadi 364.417 Orang,0
Foto Syuting Film Horor agar Masyarakat Indonesia Mau Divaksin,1
Program Mudik Sehat PSBB 2020 Oleh Big Bird,1
"Gerakan #BangkitDariMasjid, Dorong Kembalinya Fungsi Sosial Masjid",0
Konsorsium Riset dan Inovasi COVID-19 Jajaki Kolaborasi Riset Terapi Pengobatan COVID-19 dengan Instituto Clodomiro Picado (ICP) Costa Rica,0
"Atasi Dampak Covid-19, Kemendagri Dorong Pemda Lakukan Relaksasi Pajak Bagi Dunia Usaha",0
Pasien Sembuh Terus Meningkat Mencapai 1.589.079 Orang,0
Analisis Data COVID-19 Indonesia (Update Per 30 Mei 2021),0
Foto Presiden Italia Menangis Karena Tak Cukup Lahan untuk Mengubur 700an Korban Corona per Hari,1
Gubernur Khofifah Ajak Bersilaturrahmi Idul Fitri Secara Online,0
"Tahap Awal Vaksinasi Lansia Fokus di Jakarta dan Ibu Kota Provinsi, Peserta Dapat Mendaftar Lewat Link Ini",0
Penanganan COVID-19 Indonesia Lebih Baik Dari Rata-rata Dunia,0
"Update COVID-19 Jabar, Dewi: Pekan Terakhir Peningkatan Kasus Cukup Tinggi pada Lima Kabupaten/Kota",0
Pusat Panggilan 119 dan Laman Resmi PDSKJI Kini Bisa Layani Konsultasi Kesehatan Jiwa,0
Infografis COVID-19 (4 Oktober 2020),0
Menggunakan Masker Yang Benar Cara Ampuh Menangkal Virus,0
Standarisasi Harga Tes PCR Sedang Dirumuskan,0
Pasien Sembuh Terus Bertambah Menjadi 1.317.199 Orang,0
Kepala Daerah Hasil Pilkada 2020 Mendatang Dibutuhkan untuk Percepatan Penanganan COVID-19,0
"Peneliti, analis laboratorium, tidak ada yang terkena corona, perawat sedikit menjadi korban",1
Pasien Sembuh Terus Meningkat Menjadi 1.176 356 Orang,0
Data Vaksinasi COVID-19 (Update per 10 Mei 2021),0
Data Vaksinasi COVID-19 (Update per 15 Februari 2021),0
Video Animasi Penyebaran Virus Corona,1
"Nih yang bikin Covid, si jagoan Wall Street (Rockefeller Foundation)",1
Rekrutmen Relawan Penanganan Pasien Virus Corona oleh Dokter Irna,1
Kunci Utama Menekan Penularan Adalah Perilaku Disiplin 3M,0
Past Pandemic Responses To Provide Lessons For The Future,0
Satgas Luncurkan Inovasi Tingkatkan Kedisiplinan Protokol Kesehatan,0
Kasus Aktif Di Berbagai Daerah Mengalami Penurunan,0
"Bertambah 316 Kasus, Positif COVID-19 di Indonesia Menjadi 4.557 Kasus",0
"Demi Mengelabui Petugas, Pemudik Nekat Menyamar Menjadi Gorila",1
Jumlah Pasien Sembuh Dari Covid-19 Terus Bertambah Menjadi 337.801 Orang,0
Infografis COVID-19 (30 Juni 2020),0
"Pasien Sembuh COVID-19 Naik Jadi 16.798, Kasus Positif Bertambah 1.331",0
Surat Edaran Walikota Palembang Soal Virus Corona,1
Yuri: Penambahan Kasus Positif COVID-19 di Jatim Tertinggi dan Lampaui DKI Jakarta,0
"Bantuan 3,5 Juta dari Pemerintah untuk Seluruh Pemilik E-KTP",1
"Kebijakan Dana BOS dan DAK Fisik, Efektif Tingkatkan Mutu Operasional Sekolah",0
Wilayah Jawa Timur Catat Lebih dari 500 Kasus Positif COVID-19 Hari Ini,0
Kesembuhan Kumulatif COVID-19 Bertambah Menjadi 382.084,0
Foto Keadaan Kota-Kota di Dunia Saat Corona Mendera Datang. Jakarta Paling Beda…,1
Pemerintah Pantau Uji Klinis di Berbagai Negara,0
Analisis Data COVID-19 Indonesia (Update Per 25 April 2021),0
"Dinilai Sukses, Kartu Prakerja Berlanjut di 2021",0
Data Vaksinasi COVID-19 (Update per 13 Februari 2021),0
Razia Masker Serentak Dengan Denda Rp250.000 di Wilayah Kabupaten dan Kota Bandung,1
"""Alat Tempur"" Berbelanja di Pasar yang Aman COVID-19",0
Sentra Vaksinasi COVID-19 Bersama Hadir Dukung Percepatan Vaksinasi,0
Satgas Covid-19: Meskipun PSBB Transisi Harus 3M,0
Akselerasi Persiapan Logistik dan SDM Untuk Vaksinasi COVID-19,0
"Pasien Sembuh COVID-19 Bertambah 235 Orang, Kasus Positif Naik 415, Meninggal 27",0
Polri Ungkap Angka Kejahatan Menurun Selama Pandemik COVID–19,0
Donasi Bahan Iftar dan Sahur di Masa Wabah Covid-19 oleh PKS,1
Kronologi Syekh Ali Jabar Wafat 2 jam sebelum beliau wafat tak disangka ternyata karna vaksin ini??,1
Jangan Datang ke Jalan Melong Cikawao karena Satu RT Positif Covid-19,1
Ahli : Pembuatan Vaksin Diawasi Ketat untuk Memastikan Keamanannya,0
"Awas Hoaks - ""Positif Covid Disebabkan oleh Kekurangan Vitamin, Bukan oleh Virus""",1
"Tanggal 10-12 April, Aktivitas Berhenti Total 3 Hari",1
Pinjaman 2 Juta Untuk Pengemudi Gojek Agar Berdiam Diri di Rumah,1
Penjualan GeNose C19 Seharga 75 Juta di Facebook,1
Awas Hoaks - Kemenhub jadikan Larangan Mudik Ladang Bisnis dengan Jualan Stiker Khusus Bus,1
EUA Vaksin Bio Farma Untuk Memastikan Keamanan Bagi Penerimanya,0
"Ganjil Genap di Jakarta ditiadakan mulai Senin, 7 September 2020",1
Perjalanan Sejuta Tenaga Kesehatan Divaksinasi,0
Kesembuhan Harian COVID-19 di Jawa Timur Meningkat,0
Infografis COVID-19 (23 Mei 2020),0
Kolaborasi Mempercepat Program Vaksinasi di Tangerang,0
Pembelajaran Tatap Muka Akan Mempertimbangkan Kondisi Pandemi di Setiap Daerah,0
Perkembangan Penanganan Covid-19 Bervariasi di Tiap Pulau,0
Anies Ngumpet Pura-Pura Positif Corona,1
Pasien Sembuh Terus Meningkat Menjadi 711.205 Orang,0
KRN PEMERINTAHNYA NGEYEL & RAKYATNYA BANDEL AKHIRNYA INDONESIA DILOCKDOWN DUNIA,1
Jgn lewat tenggiri gg 12.. ada 12 org yg kena sekeluarga,1
Angka Tertinggi Pasien Sembuh Melebihi 13 Ribu Orang Per Hari,0
"Vaksinasi COVID-19 Capai 15,1 Juta Dosis, Per 11 April 2021",0
"Travelling pada Masa Adaptasi Kebiasaan Baru, Ini Pesan untuk Traveller",0
Cegah Penyebaran COVID-19 dengan Menerapkan Protokol Kesehatan di Mal,0
Vaksin COVID-19 Gratis dan Tanpa Syarat,0
Masyarakat dan Pemerintah Bersama Tekan Penularan COVID-19 Lewat Protokol Kesehatan,0
Memperketat Pintu Masuk Luar Negeri Mengantisipasi Masuknya Varian Baru,0
Pemerintah Terus Matangkan Program Vaksinasi Gotong Royong,0
Tren Baik Positivity Rate Harus Dijaga Dengan Tidak Mudik,0
"Mayjen TNI Dr. dr. Tugas Ratmono, Sp.S, M.A.R.S., M.H.: Perang di Masa Pandemi Sampai Lupa Hari",0
Satgas dan Pemda Segera Antisipasi Potensi Mobilitas Menjelang Libur Paskah,0
Infografis COVID-19 (11 November 2020),0
440 Ribu Nakes dan 23 Ribu Vaksinator Persiapkan Vaksinasi,0
Kematian Disebabkan COVID-19: Dibalut dalam Bag,1
Survei Tunjukkan Mayoritas Masyarakat Indonesia Bersedia Menerima Vaksin COVID-19,0
Kesembuhan COVID-19 Terus Meningkat Mencapai 1.438.254 Orang,0
Semangat Pengelola Medsos Yogya Lakukan Gotong Royong Virtual Akhiri COVID-19,0
Dokumen WHO Tidak Menganjurkan untuk Memakai Masker Selama Pandemi COVID-19,1
Infografis COVID-19 (11 Juli 2020),0
Kesembuhan Harian di Sejumlah Daerah Naik Pesat,0
Kesembuhan COVID-19 Terus Meningkat Mencapai 1.444.229 Orang,0
Perpanjangan PPKM Harus Dapat Menurunkan Kasus Aktif ,0
Kasus Aktif Indonesia Lebih Baik Dari Rata-Rata Dunia,0
MUI: Sebaik-Baiknya Shalat Adalah Shalat yang Dilakukan di Rumah,0
Erdogan Tak akan Tutup Mesjid di Turki Selama Pandemi Covid-19,1
Menghidupkan Kembali Kearifan Lokal Cegah COVID-19,0
Begini Protokol Aktivitas Kebiasaan Baru di Pasar Kata Dokter Reisa,0
Pemerintah Pusat Minta Pemda Realokasi Dana untuk Darurat Covid-19,0
"71,60% Pasien Sembuh di RS Darurat COVID-19",0
"Setelah difucksin, otak jadi Lelet",1
Pembaharuan Indikator Peta Zonasi Risiko Daerah Menyesuaikan Perkembangan Pandemi,0
"Tangkapan Layar hati2,,, rakyat akan dibunuh vaksin Cina,,,! Video CNN Indonesia",1
Infografis COVID-19 (27 Juli 2020),0
"Corona Mereda, Luhut Mau Tentara Cina Segera Masuk Lagi ke Indonesia",1
Informasi Keliru Soal COVID-19 Hanya Menambah Beban Psikologis,0
Fasilitas dan Tenaga Kesehatan Berbagai Daerah Sudah Disiapkan Menangani Pasien COVID-19,0
Tetap Berolahraga di Tengah Pandemi COVID-19,0
Video Sekarang Gantian Para Monyet Menikmati Renang di Hotel (Efek Hotel di BaLi Sepi Pengunjung),1
Pelaksanaan Vaksinasi COVID-19 di Indonesia Butuh Waktu 15 Bulan,0
Jokowi Positif Corona,1
Butuh Tenaga Sarjana Kesehatan Masyarakat untuk Relawan Tracing,0
Bio Farma Targetkan 13 Juta Dosis Vaksin Siap Dalam Waktu Dekat,0
Masker dapat Menyebabkan Infeksi Staph,1
Varian Baru B1617 Belum Ditemukan Di Indonesia,0
RS wisma atlet lampu Kamar menyala semua Petanda Fuul pasien Corona,1
"Vaksinasi Tembus 10 Juta Dosis, Indonesia Masuk 4 Besar Dunia",0
Infografis COVID-19 (24 Mei 2020),0
"Penambahan Kasus COVID-19, Positif 1.385, Meninggal 58 dan Sembuh 789 Orang",0
Badan POM Keluarkan EUA untuk Vaksin COVID-19 Sinovac Produksi Bio Farma,0
"VAKSINASI COVID-19 LINDUNGI DIRI, LINDUNGI NEGERI",0
"Kasus COVID-19 Bertambah 585, Pasien Sembuh 486 dan Meninggal 23",0
Keputusan Direktur Jenderal Pencegahan dan Pengendalian Penyakit Nomor HK.02.02/4/1/2021,0
Video Plandemic,1
Disiplin Kuat Masyarakat Kunci Sukses Penanganan COVID – 19 di Selandia Baru,0
Persiapan Polri dan Pemda Antisipasi Peniadaan Mudik Tahun Ini,0
Kasus Aktif di Sebagian Besar Kabupaten/Kota Di Bawah 100,0
Satgas: Penggunaan Masker oleh 75 Persen Populasi Tekan Penyebaran COVID-19,0
Pemerintah Daerah Harus Screening Para Pelaku Perjalanan,0
Perkembangan Kurang Baik Zonasi Risiko Harus Menjadi Peringatan,0
Pemerintah Siapkan Antisipasi Maksimal Arus Balik Demi Mencegah Penularan,0
[Top 5] Topik Teratas Periksa Fakta MAFINDO Periode 21-27 Maret 2020,1
IDI Optimis Vaksinasi akan Hentikan Penularan COVID-19 ,0
Pasien Sembuh Meningkat Menjadi 798.810 Orang,0
Angka Kesembuhan COVID-19 Terus Meningkat Mencapai 652.513 Orang,0
Video Air Rebusan Belimbing Wuluh Dapat Mencegah dan Menyembuhkan Covid-19,1
"Kasus Konfirmasi Positif COVID-19 Bertambah 856, Pasien Sembuh Meningkat 755",0
Pasien Sembuh Bertambah Menjadi 1.121.411 Orang,0
Pemerintah Optimistis 2021 Menjadi Titik Balik Penanganan Pandemi,0
Pemerintah Segera Distribusikan 105.000 APD,0
Video Kisah pilu dari ITALY IBU nya meninggal pasien COVID-19,1
"Lakukan Disinfeksi Atasi COVID-19 secara Aman, Perhatikan Beberapa Prosedur",0
Bantuan Covid-19 oleh BRI Melalui BRIVA,1
Infografis COVID-19 (04 Agustus 2020),0
Permohonan Kelonggaran Angsuran ke OJK,1
Pasien Sembuh COVID-19 Sudah Mencapai 454.879 Orang,0
Lomba Inovasi Daerah Jadi Sarana Edukasi Adaptasi Kebiasaan Baru,0
"Tinjau RSUD Lukmonohadi Kudus, Ketua Satgas Minta Manajemen Penanganan Pasien COVID-19 Dibenahi",0
Aamir Khan Mendonasikan 1kg Tepung dan 15000 Rupee Kepada Warga yang Membutuhkan di Masa Lockdown,1
Presiden: Dukung Penuh Riset dan Inovasi Terkait Penanganan COVID-19,0
Elisa Granato kelinci percobaan vaksin kopit di inggris meninggal 2 hari setelah divaksin,1
Peran Multipihak Bagian dari Pentaheliks Penanganan Pandemik COVID –19,0
Penjelasan Erick Thohir Terkait Chip COVID-19 dalam Vaksin Dapat Mengontrol Manusia Seumur Hidup,1
Beberapa Dampak Negatif dari Menggunakan Masker,1
15 Juta Bahan Baku Vaksin Sinovac Tiba di Indonesia,0
Pesan Berantai Wisma Atlet penuh,1
"Video Sholat Jum’atan di China Menjadi Lautan Manusia, Orang Islam di Wuhan Tidak Satupun yang Kena Virus Corona",1
Pasien Sembuh Terus Bertambah Menjadi 1.385.973 Orang,0
Presiden Jokowi Akan Tinjau RS Darurat di Pulau Galang,0
Pinjaman Dana Bantuan Covid-19 oleh Bupati Pasuruan Irsyad Yusuf,1
Lakukan Penilaian Mandiri COVID-19 Lewat Aplikasi INARISK,0
Infografis COVID-19 (30 Mei 2020),0
"Kasus Sembuh COVID-19 Naik Jadi 1.391, 12 Provinsi Tidak Laporkan Penambahan Kasus Positif",0
Jumlah Pasien Sembuh Meningkat Menjadi 695.807 Orang,0
Pandemi Telah Berakhir dan Covid-19 Adalah Flu Biasa,1
MUI Minta Pelaksanaan Zakat Perhatikan Protokol Kesehatan,0
Video Di India Lockdown Buntutnya Rusuh,1
Kemajuan Teknologi Meningkatkan Penemuan Vaksin Lebih Cepat,0
Infografis COVID-19 (24 Juli 2020),0
"Vaksin Sinovac Teruji Minim Efek Samping, Berkhasiat dan Halal",0
Badan POM Proaktif Kawal Distribusi Vaksin,0
Membuka Akses Informasi Kepada Penyandang Tuli Melalui Layanan Bahasa Isyarat,0
TELAH DIBUKA GELOMBANG KE-2 Kuota Internet Free dari Operator!,1
TNI Siap Terus Membantu Satgas Penanganan COVID-19,0
"Catat, Ini Jadwal dan Aturan Pemberlakuan Larangan Mudik 2020 dari Pemerintah",0
Infografis COVID-19 (22 Agustus 2020),0
Imam Besar Masjid Istiqlal Minta Santri Proaktif Mengusir COVID-19,0
RS Darurat COVID-19 Wisma Atlet Bisa Operasikan Dua Tower Tambahan Sebagai Antisipasi Lonjakan Pasien,0
Analisis Data COVID-19 Indonesia (Update Per 27 Desember 2020),0
"Bertambah 1.409, Total Sembuh Corona 55.354 Kasus",0
Sebanyak 192 Orang Sembuh Covid-19 dan 2.491 Positif di Indonesia,0
Pemda Harus Evaluasi Berkala Agar Penanganan Membaik Dan Perekonomian Bergerak,0
Pemerintah Uni Emirat Arab Serahkan Bantuan Peralatan Medis untuk Tangani COVID-19 di Tanah Air,0
Penanganan COVID di 13 Provinsi Prioritas Membaik,0
Kesembuhan COVID-19 Terus Meningkat Mencapai 1.414.507 Orang,0
Daerah Jangan Merasa Aman Berada di Zona Oranye ,0
Hasil Survei BPS: 92 Persen Warga Patuh Pakai Masker Selama Pandemi COVID-19,0
Disinformasi: Vaksin COVID-19 Buatan Sinovac hanya untuk Uji Klinik dan Mengandung Sel Vero,0
Berpikir Positif dan Aksi Nyata Hadapi Kehidupan di Tengah Pandemi,0
Baru sehari mentrinya jd TSK bantuan covid.19 yg ditilep. Hari ini kantor kemensos terbakar,1
Satgas Himbau Daerah Tingkatkan Kewaspadaan Terhadap Tren Kasus Covid-19,0
Ini Aturan Naik Pesawat Komersil Selama PSBB,0
Indonesia Is More Prepared to Face Pandemic in Ramadan This Year,0
"SETAHUN Koma di Rumah Sakit, Begitu Siuman Pria Ini Syok Orang-orang Tercinta Meninggal karena Covid",1
Pendaftaran Relawan COVID-19 di Wisma Atlet,1
Analisis Data COVID-19 Indonesia (Update Per 14 Februari 2021),0
"Pencegahan, Penanganan COVID-19 di Desa Andalkan Relawan",0
3 Vaksin COVID-19 Dalam Program Vaksinasi Nasional Saat Ini Semua Direkomendasikan WHO,0
Laboratorium biologi China di Wuhan dimiliki oleh Glaxosmithkline,1
188 Wilayah Administrasi Kabupaten dan Kota Berisiko Rendah COVID-19,0
Lebih dari 50 Persen Kabupaten/Kota di Bawah Rata-rata Angka Kasus Aktif dan Kematian Dunia,0
Data Vaksinasi COVID-19 (Update per 4 Februari 2021),0
Sekeluarga Terinfeksi Covid-19 Setelah Menghadiri Acara Ulang Tahun,1
Pasien Sembuh Terus Meningkat Mencapai 1.629.495 Orang,0
Pulang Dari Mudik Harus Karantina Mandiri 5 x 24 Jam,0
Pentingnya Membantu Masyarakat Disabilitas di Tengah Pandemi COVID-19,0
Gugus Tugas Distribusikan Alat PCR Deteksi COVID–19 ke 12 Provinsi,0
Video Azan PERTAMA di SPANYOL Setelah 500 Tahun Dilarang,1
"Kebiasaan Anyar, Jadi Jurus Banyuwangi Atasi COVID-19",0
Rayakan Idul Adha Dengan Adaptasi Kebiasaan Baru,0
MUI Ajak Umat Muslim Mendulang Manfaat Ibadah Ramadan di Tengah Pandemi COVID-19,0
"Video ini terjadi di India, varian baru menyebabkan happy hypoxia",1
Adaptasi Kebiasaan Baru Melalui Pendekatan Budaya dan Gaya Hidup,0
Perawat: Butuh Satu Jam Tangani Satu Pasien COVID-19,0
Satgas Penanganan COVID-19 Sebut Zona Risiko Tinggi di 33 KabupatenKota Menurun,0
Kota Bogor dan Kabupaten Banyuwangi Lakukan Inovasi Agar Masyarakat Produktif dan Aman Selama Pandemi,0
Vaksin COVID-19 Produksi Sinovac Habis Digunakan Sebelum Masa Simpan Berakhir,0
Pembelajaran Tatap Muka Harus Melalui 4 Persetujuan,0
Infografis COVID-19 (8 Juni 2020),0
Pendidik dan Tenaga Kependidikan Non PNS Apresiasi Penyaluran Bantuan Subsidi Upah,0
Video Gereja Minta Diazankan Corona Ga Aktif Bila Didengarkan Azan,1
Pasien Sembuh COVID-19 Meningkat Menjadi 666.883 Orang,0
Telapak Kaki Relawan Melepuh Efek Samping Suntik Vaksin Covid-19,1
Infografis COVID-19 (14 Juni 2020),0
Perkembangan Penanganan Mingguan Membaik Bukti Ketahanan Kesehatan Meningkat,0
Satgas Pastikan Ketersediaan Almatkes dan Vaksin Di Daerah Tercukupi,0
[FALSE] “Death Due To #COVID19: Wrapped In a Bag”,1
Pondok Pesantren di Jawa Timur Terima Vaksinasi AstraZeneca,0
36 Kabupaten/Kota Beralih dari Zona Risiko Sedang Menjadi Zona Risiko Rendah COVID-19,0
Gugus Tugas Produksi APD Berbahan Lokal Sertifikasi WHO,0
Kabupaten/Kota Dengan Kasus Aktif Tertinggi Harus Tekan Penularan COVID-19,0
"Infeksi COVID-19 telah Menyebar di 34 Provinsi di Indonesia, Total Positif Jadi 3.512 Kasus",0
Suara Orang Terdekat Percepat Kesembuhan Pasien COVID-19,0
Pemda Harus Optimalkan 3T Guna Tekan Penularan Covid-19,0
Ketua Gugus Tugas Tegaskan Mudik Dilarang dan Tidak Ada Kelonggaran,0
Selalu 3M Guna Cegah Peningkatan Penyebaran Virus COVID-19 Pada Komunitas dan Risiko Individu,0
Katanya jaga jarak mutusin matarantai eh kok konser malah rame dan doi datang lagi,1
Panduan Aman COVID-19 Saat Berbelanja di Pasar,0
Sebanyak 11 Provinsi Laporkan Tidak Ada Penambahan Kasus Positif COVID-19,0
Hoaks: Gereja Haramkan Vaksin,0
Pemerintah Korea Kembali Serahkan Bantuan 500 Ribu Masker Melalui Gugus Tugas Nasional,0
"Insentif Virus Corona, Pemerintah Gratiskan Akses Internet",1
"Terjadi Kenaikan Jumlah Pasien, Prof Wiku: Peringatan Penanganan Covid-19",0
Infografis COVID-19 (12 April 2020),0
"Adeku di tilang di toko Samarinda Central Plaza, bayar 250k gara2 masker di dagu",1
Infografis COVID-19 (16 Juni 2020),0
Foto Penangkapan Direktur National Institute for Allergy and Infectious Diseases (NIAID),1
Syarat Vaksin Gratis Jokowi: BPJS Kesehatan Anda Harus Aktif,1
Tiga Pendekatan Sumatera Barat Pertahankan Zona Hijau,0
Psikiater: Batasi Informasi Berita Berlebihan untuk Jaga Kesehatan Jiwa Selama Pandemi COVID-19,0
Keberadaan Posko Desa Berperan Penting Dalam Penanganan Covid-19 Secara Nasional,0
Masyarakat Diajak Teladani Perjuangan Pahlawan dengan Cegah Covid-19 ,0
Corona Jihad: Seorang Pedagang Sengaja Meludahi Bungkus Makanan,1
Kanika Kapoor Tularkan Virus Corona ke Pangeran Charles,1
[Top 5] Topik Teratas Periksa Fakta MAFINDO Periode 14-20 Maret 2020,1
"Data Sains, Dasar Pengambilan Kebijakan Penanganan COVID-19",0
Jakarta tanggal 12-15 Februari Lockdown,1
Pilkada Serentak 2020 Momentum Gerakan Melawan COVID-19,0
APD dari China Dibeli dengan Uang Pribadi Prabowo,1
Pasien Sembuh Terus Meningkat Mencapai 1.612.239 Orang,0
Satgas: Trombo Emboli Tidak Berkaitan Dengan Vaksin COVID-19,0
Bersepeda Aman dan Nyaman di Masa Adaptasi Kebiasaan Baru,0
Pemerintah Optimis Pulihkan Perekonomian dengan Dorong Konsumsi,0
Gotong Royong Kunci Bangsa Indonesia Merespons Pandemi Covid-19,0
Infografis COVID-19 (09 Agustus 2020),0
Foto Penguburan Jenazah Ibu Kandung Presiden Joko Widodo Meninggal Dunia karena Serangan Virus Corona,1
Presiden Jokowi Teken Perppu untuk Jaga Kesehatan Masyarakat dan Perekonomian Nasional,0
Hoaks: Vaksin yang Dipakai Jokowi Tidak Asli karena Harus Menggunakan Alat Suntik,1
Apa Itu Vaksin?,0
Kemendikbud Terbitkan Kurikulum Darurat pada Satuan Pendidikan dalam Kondisi Khusus,0
Mereka yang Tak Kenal Lelah Mencegah Penularan Penyakit Melalui Vaksin,0
Kumpulan Mobil di Pool Grab Cinere karena Sopir Tidak Sanggup Bayar Kredit Saat Covid-19,1
Positif COVID-19 di Indonesia Mencapai 5.136 Kasus dan 446 Pasien Sembuh,0
Monitoring Kepatuhan Protokol Kesehatan Tingkat Nasional (Update Per 04 April 2021),0
Pasien Sembuh Bertambah 1.599 Orang,0
Kesembuhan COVID-19 Terus Meningkat Mencapai 1.431.892 Orang,0
Polri: Penegakan Hukum Tetap Kedepankan Physical Distancing,0
Tim Pakar COVID-19 Tidak Merekomendasikan Penggunaan Ruang Disinfeksi,0
Terapkan Ini Agar Sukses Hadapi Dampak Pandemi COVID-19,0
Pasien Sembuh Menembus Angka 225.052 Kasus,0
Kreativitas Itu Murni Bakat atau Dapat Dilatih?,0
